date,start_index,fault,severity,profile,onset,dropped_active_nodes
2024-06-01,0,F0_normal,0.0,none,-1,0
2024-06-01,0,F1_BFPT进汽不足,2.108170607689147,sigmoid,15,0
2024-06-01,0,F2_BFPT排汽真空恶化,2.733252237693253,sigmoid,22,1
2024-06-01,0,F3_BFPT调速异常,2.0433573721915756,ramp,17,0
2024-06-01,60,F0_normal,0.0,none,-1,0
2024-06-01,60,F1_BFPT进汽不足,2.1760755713523583,sigmoid,10,0
2024-06-01,60,F2_BFPT排汽真空恶化,2.903295677264004,ramp,15,0
2024-06-01,60,F3_BFPT调速异常,2.246399950379244,sigmoid,17,0
2024-06-01,120,F0_normal,0.0,none,-1,0
2024-06-01,120,F1_BFPT进汽不足,2.288993125153464,ramp,16,0
2024-06-01,120,F2_BFPT排汽真空恶化,2.8351769479106705,ramp,8,0
2024-06-01,120,F3_BFPT调速异常,2.301653081338501,sigmoid,23,1
2024-06-01,180,F0_normal,0.0,none,-1,0
2024-06-01,180,F1_BFPT进汽不足,2.7676740149618713,sigmoid,10,0
2024-06-01,180,F2_BFPT排汽真空恶化,2.6758704623473193,sigmoid,17,0
2024-06-01,180,F3_BFPT调速异常,2.9423180192705436,sigmoid,20,0
2024-06-01,240,F0_normal,0.0,none,-1,0
2024-06-01,240,F1_BFPT进汽不足,2.3432593803648967,sigmoid,14,1
2024-06-01,240,F2_BFPT排汽真空恶化,2.325969454161262,ramp,11,0
2024-06-01,240,F3_BFPT调速异常,2.2693396790984406,ramp,16,0
2024-06-01,300,F0_normal,0.0,none,-1,0
2024-06-01,300,F1_BFPT进汽不足,2.140376959604592,ramp,13,0
2024-06-01,300,F2_BFPT排汽真空恶化,2.1001507688307233,ramp,15,0
2024-06-01,300,F3_BFPT调速异常,2.824334104384617,sigmoid,14,0
2024-06-01,360,F0_normal,0.0,none,-1,0
2024-06-01,360,F1_BFPT进汽不足,2.0027568148369124,ramp,18,0
2024-06-01,360,F2_BFPT排汽真空恶化,2.546485241310174,ramp,22,0
2024-06-01,360,F3_BFPT调速异常,2.9320765456198155,sigmoid,8,1
2024-06-01,420,F0_normal,0.0,none,-1,0
2024-06-01,420,F1_BFPT进汽不足,2.065731869435335,ramp,17,0
2024-06-01,420,F2_BFPT排汽真空恶化,2.2949090130416456,ramp,14,1
2024-06-01,420,F3_BFPT调速异常,2.2809479719372825,ramp,10,0
2024-06-01,480,F0_normal,0.0,none,-1,0
2024-06-01,480,F1_BFPT进汽不足,2.763190421910024,ramp,11,1
2024-06-01,480,F2_BFPT排汽真空恶化,2.3903027757422803,sigmoid,21,1
2024-06-01,480,F3_BFPT调速异常,2.1735695462211986,ramp,9,0
2024-06-01,540,F0_normal,0.0,none,-1,0
2024-06-01,540,F1_BFPT进汽不足,2.1058729851337223,ramp,18,0
2024-06-01,540,F2_BFPT排汽真空恶化,2.2360893499382843,sigmoid,19,0
2024-06-01,540,F3_BFPT调速异常,2.9484411522674696,sigmoid,21,0
2024-06-01,600,F0_normal,0.0,none,-1,0
2024-06-01,600,F1_BFPT进汽不足,2.490414863416417,sigmoid,11,0
2024-06-01,600,F2_BFPT排汽真空恶化,2.1110134827949816,sigmoid,16,0
