date,start_index,fault,severity,profile,onset,dropped_active_nodes
2024-06-01,0,F0_normal,0.0,none,-1,0
2024-06-01,0,F1_L6换热能力下降,2.108170607689147,sigmoid,15,0
2024-06-01,0,F2_L6汽侧供汽不足,2.5815337059777415,ramp,11,0
2024-06-01,0,F3_L6水位过高,2.3469477295591146,sigmoid,22,1
2024-06-01,60,F0_normal,0.0,none,-1,0
2024-06-01,60,F1_L6换热能力下降,2.750992235664757,ramp,23,0
2024-06-01,60,F2_L6汽侧供汽不足,2.3620386932168893,ramp,13,2
2024-06-01,60,F3_L6水位过高,2.7984830911765544,ramp,19,1
2024-06-01,120,F0_normal,0.0,none,-1,0
2024-06-01,120,F1_L6换热能力下降,2.8445166298247986,sigmoid,20,0
2024-06-01,120,F2_L6汽侧供汽不足,2.369943042176251,sigmoid,12,0
2024-06-01,120,F3_L6水位过高,2.096287562690068,ramp,10,0
2024-06-01,180,F0_normal,0.0,none,-1,0
2024-06-01,180,F1_L6换热能力下降,2.528622754899466,ramp,17,0
2024-06-01,180,F2_L6汽侧供汽不足,2.48441793563512,ramp,17,1
2024-06-01,180,F3_L6水位过高,2.574482095388887,ramp,17,0
2024-06-01,240,F0_normal,0.0,none,-1,0
2024-06-01,240,F1_L6换热能力下降,2.487359602617974,sigmoid,23,1
2024-06-01,240,F2_L6汽侧供汽不足,2.910006648761756,sigmoid,21,1
2024-06-01,240,F3_L6水位过高,2.4889423238324193,sigmoid,21,1
2024-06-01,300,F0_normal,0.0,none,-1,0
2024-06-01,300,F1_L6换热能力下降,2.1935355239287606,sigmoid,22,1
2024-06-01,300,F2_L6汽侧供汽不足,2.1968587967776854,ramp,15,0
2024-06-01,300,F3_L6水位过高,2.637829330455016,sigmoid,11,0
2024-06-01,360,F0_normal,0.0,none,-1,0
2024-06-01,360,F1_L6换热能力下降,2.8950057330580887,ramp,23,0
2024-06-01,360,F2_L6汽侧供汽不足,2.1179010189478467,ramp,22,0
2024-06-01,360,F3_L6水位过高,2.5288557480336853,sigmoid,17,0
2024-06-01,420,F0_normal,0.0,none,-1,0
2024-06-01,420,F1_L6换热能力下降,2.473198107563605,ramp,16,0
2024-06-01,420,F2_L6汽侧供汽不足,2.9602380209664307,sigmoid,9,0
2024-06-01,420,F3_L6水位过高,2.728826536143573,ramp,9,0
2024-06-01,480,F0_normal,0.0,none,-1,0
2024-06-01,480,F1_L6换热能力下降,2.4512703367978737,ramp,23,0
2024-06-01,480,F2_L6汽侧供汽不足,2.5642319393393835,sigmoid,16,0
2024-06-01,480,F3_L6水位过高,2.8991274359576575,sigmoid,13,0
2024-06-01,540,F0_normal,0.0,none,-1,0
2024-06-01,540,F1_L6换热能力下降,2.7217671583486673,ramp,14,1
2024-06-01,540,F2_L6汽侧供汽不足,2.861058337549379,sigmoid,8,0
2024-06-01,540,F3_L6水位过高,2.050692235377126,ramp,23,1
2024-06-01,600,F0_normal,0.0,none,-1,0
2024-06-01,600,F1_L6换热能力下降,2.2852428681185364,ramp,18,1
2024-06-01,600,F2_L6汽侧供汽不足,2.8798552721950603,ramp,22,0
2024-06-01,600,F3_L6水位过高,2.5374855776475003,sigmoid,11,1
2024-06-01,660,F0_normal,0.0,none,-1,0
2024-06-01,660,F1_L6换热能力下降,2.44756773912426,ramp,14,0
2024-06-01,660,F2_L6汽侧供汽不足,2.3515697258012036,sigmoid,10,1
